loan_amnt,term,int_rate,emp_length,home_ownership,annual_inc,purpose,dti,loan_income_ratio,rate_term,affordability,inc_per_debt_unit,loan_rate_risk,dti_rate_interaction,loan_status
30000.0,60.0,15.41,3.0,1,69500.0,2,30.52,0.4316484654897052,924.6,11.560212907518297,2204.9492385786803,462.3,4.703132,0
7175.0,36.0,13.67,6.0,2,85000.0,8,5.76,0.08441077163798073,492.12,35.36264041048398,12573.964497041421,98.08225,0.787392,0
1000.0,36.0,13.67,10.0,1,120000.0,6,13.93,0.008333263889467589,492.12,347.49034749034746,8037.508372404554,13.67,1.904231,0
3000.0,36.0,15.41,2.0,1,52000.0,2,14.95,0.057691198246187576,554.76,51.383399209486164,3260.1880877742947,46.23,2.3037949999999996,0
7000.0,36.0,9.17,2.0,3,37000.0,1,30.13,0.18918407610605117,330.12,15.776009096077317,1188.5640860905878,64.19,2.762921,0
29175.0,36.0,10.99,6.0,3,85000.0,2,18.65,0.34323125610286936,395.64,8.729588168840506,4325.699745547074,320.63325,2.049635,0
11500.0,36.0,7.26,1.0,2,65000.0,1,11.89,0.17692035507146045,261.36,16.90360610263523,5042.66873545384,83.49,0.8632139999999999,0
35000.0,36.0,13.44,1.0,3,130000.0,2,20.64,0.26922869824078277,483.84,11.131407694942347,6007.393715341959,470.4,2.7740159999999996,0
8800.0,36.0,11.99,1.0,1,55000.0,2,26.31,0.1599970909619825,431.64,18.673607967406063,2013.9143170999635,105.512,3.1545689999999995,0
5375.0,36.0,9.76,6.0,3,27000.0,2,20.71,0.19906670123328765,351.36,14.969506560709666,1243.6665131275909,52.46,2.021296,0
16000.0,36.0,12.05,1.0,1,175000.0,2,10.57,0.09142804898257724,433.8,32.738837615365426,15125.324114088158,192.8,1.2736850000000002,0
17000.0,36.0,8.38,9.0,2,128880.0,3,9.33,0.13190462519688706,301.68,22.69546841981686,12476.282671829622,142.46,0.781854,0
25300.0,60.0,18.2,1.0,1,55000.0,1,11.63,0.45999163651569974,1092.0,10.84384858044164,4354.711005542359,460.46,2.11666,0
15000.0,36.0,9.17,4.0,3,88000.0,2,12.33,0.1704526084930853,330.12,17.557861133280127,6601.6504126031505,137.55,1.1306610000000001,0
7000.0,36.0,9.17,1.0,3,48000.0,2,15.68,0.1458302952021833,330.12,20.46617396247868,2877.6978417266187,64.19,1.4378559999999998,0
13000.0,60.0,12.59,1.0,2,41000.0,2,16.48,0.3170654374283554,755.4,15.69678407350689,2345.537757437071,163.67,2.0748320000000002,0
7000.0,36.0,6.99,5.0,1,90000.0,2,8.36,0.077776913589849,251.64000000000001,38.374076179647524,9615.384615384615,48.93,0.584364,0
20000.0,60.0,12.59,0.0,1,66000.0,2,21.33,0.30302571173164045,755.4,16.450648055832502,2955.665024630542,251.8,2.685447,0
35000.0,36.0,15.77,4.0,1,120000.0,1,13.34,0.29166423613136555,567.72,10.275145564562164,8368.200836820084,551.95,2.1037179999999998,0
1000.0,36.0,11.99,6.0,3,26000.0,8,39.34,0.03846005922849121,431.64,75.28957528957528,644.5215666831928,11.99,4.7168660000000004,0
10000.0,36.0,8.38,8.0,1,125000.0,3,26.31,0.07999936000511997,301.68,37.36548425667596,4577.077993409008,83.80000000000001,2.204778,0
20000.0,36.0,11.99,10.0,1,170000.0,3,15.9,0.11764636678607773,431.64,25.454182471551206,10059.171597633136,239.8,1.9064100000000002,0
32000.0,60.0,17.86,6.0,1,75000.0,2,22.82,0.4266609778536286,1071.6,11.696818465377417,3148.614609571788,571.52,4.075652,0
9600.0,36.0,11.22,3.0,3,35000.0,1,4.42,0.27427787777492074,403.92,10.896637608966374,6457.564575645756,107.712,0.49592400000000003,0
17500.0,60.0,12.59,1.0,2,60000.0,2,14.7,0.29166180563657274,755.4,17.084282460136674,3821.6560509554142,220.325,1.8507299999999998,0
10000.0,36.0,9.17,1.0,3,45000.0,2,20.96,0.2222172840603542,330.12,13.451574332403348,2049.1803278688526,91.7,1.9220320000000002,0
5000.0,36.0,13.18,10.0,1,91000.0,8,10.68,0.05494445115987737,474.48,54.20969023034154,7791.095890410959,65.9,1.4076239999999998,0
28000.0,36.0,5.32,3.0,1,100000.0,1,18.74,0.2799972000279997,191.52,10.700527892709374,5065.856129685917,148.96,0.996968,0
12000.0,36.0,6.24,6.0,3,46000.0,2,20.9,0.2608638942631682,224.64000000000001,11.465603190428714,2100.4566210045664,74.88,1.30416,0
20000.0,60.0,15.41,2.0,3,56000.0,2,6.77,0.35713647970571955,924.6,13.95812562313061,7207.207207207208,308.2,1.0432569999999999,0
3500.0,36.0,11.22,10.0,3,100000.0,8,17.95,0.034999650003499964,403.92,84.84162895927602,5277.0448548812665,39.27,2.01399,0
5000.0,36.0,6.89,8.0,1,55000.0,1,26.16,0.09090743804658097,248.04,32.76409849086576,2025.0368188512518,34.45,1.802424,0
15000.0,60.0,7.89,3.0,1,120000.0,1,18.79,0.12499895834201381,473.4,39.8406374501992,6063.66851945427,118.35,1.4825309999999998,0
14050.0,36.0,16.55,3.0,1,75000.0,3,13.53,0.18733083558885882,595.8000000000001,15.973306829476076,5161.734342739161,232.5275,2.239215,0
9000.0,36.0,7.89,2.0,3,55000.0,1,6.2,0.16363338848384576,284.03999999999996,18.260292164674635,7638.888888888889,71.01,0.48918,0
20000.0,36.0,9.17,10.0,2,72000.0,2,31.87,0.2777739198066694,330.12,10.78059492912757,2190.447216306662,183.4,2.922479,0
21025.0,36.0,15.41,9.0,3,45760.0,1,30.4,0.4594523721072529,554.76,6.5182090119177625,1457.3248407643314,323.99525,4.68464,0
16000.0,60.0,11.49,7.0,1,75000.0,2,14.38,0.2133304889268143,689.4,23.349937733499377,4876.462938881664,183.84,1.6522620000000001,0
5725.0,36.0,9.99,7.0,1,40000.0,2,28.65,0.14312142196445088,359.64,20.829717063009895,1349.072512647555,57.19275,2.8621350000000003,0
25000.0,36.0,9.76,5.0,3,90000.0,1,21.27,0.27777469139231786,351.36,10.784470362677745,4041.311180960934,244.0,2.075952,0
1500.0,36.0,11.99,10.0,1,30000.0,2,27.4,0.04999833338888704,431.64,58.59375,1056.3380281690143,17.985,3.28526,0
10000.0,36.0,8.38,5.0,1,132000.0,2,7.52,0.07575700184089515,301.68,39.457951375049824,15492.957746478874,83.80000000000001,0.6301760000000001,0
25000.0,36.0,7.89,4.0,1,65000.0,2,30.15,0.38460946754665315,284.03999999999996,7.788784150822815,2086.6773675762443,197.25,2.3788349999999996,0
16800.0,36.0,9.76,10.0,3,100000.0,2,12.89,0.16799832001679985,351.36,17.818959372772632,7199.424046076314,163.968,1.258064,0
11000.0,60.0,11.22,8.0,1,65000.0,2,22.21,0.16922816572052737,673.2,29.38517179023508,2800.517018526497,123.42,2.4919620000000005,0
7000.0,36.0,9.17,2.0,3,75000.0,0,8.81,0.09333208890548127,330.12,31.978396816372936,7645.25993883792,64.19,0.807877,0
35000.0,60.0,13.44,10.0,1,80000.0,1,17.81,0.4374945313183585,806.4,11.409013120365088,4253.056884635832,470.4,2.393664,0
8150.0,36.0,13.67,1.0,1,35000.0,2,31.93,0.2328504899860004,492.12,12.826777424871732,1062.8606134224112,111.4105,4.364831,0
35000.0,36.0,8.18,2.0,3,114000.0,1,15.48,0.30701485074692325,294.48,9.761388286334057,6917.475728155339,286.3,1.266264,0
11000.0,36.0,13.18,10.0,2,55300.0,2,10.81,0.19891141209019728,474.48,15.03262051467923,4682.472480948349,144.98,1.424758,0
26725.0,36.0,17.57,10.0,1,65000.0,2,19.2,0.4111475208073722,632.52,7.286723216621203,3217.8217821782177,469.55825,3.37344,0
10000.0,36.0,10.99,10.0,3,59355.0,2,17.31,0.16847496462025743,395.64,17.742626544440018,3241.6712179137085,109.9,1.902369,0
30000.0,36.0,7.89,3.0,3,90000.0,2,17.29,0.33332962967078145,284.03999999999996,8.98921294446664,4920.721705850192,236.7,1.3641809999999999,0
7000.0,36.0,17.86,2.0,1,101000.0,3,12.83,0.06930624449262879,642.96,43.064241046048885,7302.96456977585,125.02,2.291438,0
4800.0,36.0,8.18,4.0,3,35000.0,2,34.88,0.13713893888746037,294.48,21.712158808933,975.473801560758,39.264,2.853184,0
16500.0,60.0,13.18,2.0,1,85000.0,2,17.2,0.1941153633486665,790.8,25.664251207729468,4670.32967032967,217.47,2.26696,0
13000.0,36.0,9.17,1.0,3,45000.0,2,0.67,0.28888246927846045,330.12,10.35593740411169,26946.10778443114,119.21,0.061439,0
13675.0,36.0,13.18,8.0,3,70000.0,8,1.87,0.19535435208068455,474.48,15.316169498942456,24390.243902439022,180.2365,0.246466,0
12000.0,36.0,6.89,10.0,1,70000.0,2,24.69,0.17142612248396452,248.04,17.44765702891326,2724.7956403269754,82.68,1.701141,0
5000.0,36.0,6.89,9.0,2,12000.0,2,22.5,0.41663194733772185,248.04,7.148530579825258,510.63829787234044,34.45,1.5502500000000001,0
30000.0,36.0,11.99,10.0,1,120000.0,2,18.78,0.24999791668402763,431.64,11.985617259288853,6066.734074823054,359.7,2.251722,0
4000.0,36.0,13.99,10.0,3,27788.8,2,3.15,0.1439377037618119,503.64,20.655698711595637,6696.096385542168,55.96,0.440685,0
12000.0,36.0,7.89,1.0,3,74000.0,5,27.29,0.16215997081120526,284.03999999999996,18.44466600199402,2615.7652880876635,94.68,2.153181,0
2500.0,36.0,12.59,6.0,3,12500.0,1,16.33,0.1999840012798976,453.24,14.787066246056783,721.2925562608194,31.475,2.0559469999999997,0
23000.0,60.0,11.99,10.0,3,92000.0,1,14.15,0.2499972826382322,719.4,19.947961838681703,6072.607260726072,275.77,1.696585,0
28050.0,36.0,16.99,3.0,3,61000.0,2,23.18,0.4598285274011901,611.64,6.5157017731254,2522.746071133168,476.56949999999995,3.9382819999999996,0
7000.0,36.0,8.18,4.0,1,125000.0,2,9.51,0.055999552003583974,294.48,53.29732802728822,11893.434823977164,57.26,0.777918,0
28000.0,36.0,9.17,9.0,1,110000.0,2,12.51,0.2545431405169044,330.12,11.77058068198031,8142.116950407106,256.76,1.147167,0
8000.0,36.0,9.76,2.0,3,60000.0,2,12.86,0.13333111114814752,351.36,22.399203583872573,4329.0043290043295,78.08,1.255136,0
10000.0,36.0,9.17,1.0,3,55000.0,2,20.4,0.18181487609316194,330.12,16.440813072937424,2570.0934579439254,91.7,1.87068,0
12000.0,36.0,12.05,10.0,3,33000.0,1,12.15,0.36362534468652463,433.8,8.225324027916251,2509.505703422053,144.6,1.464075,0
9000.0,36.0,12.05,3.0,1,60000.0,5,15.64,0.14999750004166598,433.8,19.9203187250996,3605.7692307692305,108.45,1.8846200000000002,0
15000.0,36.0,8.49,5.0,1,53038.0,2,15.89,0.28281076189219256,305.64,10.582202713487629,3140.201302545885,127.35,1.349061,0
30000.0,36.0,9.99,5.0,1,100000.0,1,20.52,0.2999970000299997,359.64,9.988014382740712,4646.840148698885,299.7,2.049948,0
21000.0,36.0,9.76,3.0,2,103000.0,1,15.76,0.20388151571343968,351.36,14.689104392470052,6145.584725536994,204.96,1.538176,0
25900.0,36.0,18.49,10.0,3,128000.0,1,12.4,0.20234216920180312,665.64,14.805675508945095,9552.23880597015,478.89099999999996,2.29276,0
20000.0,36.0,11.49,3.0,3,70000.0,2,23.09,0.28571020413994086,413.64,10.481133958874027,2905.7700290577004,229.8,2.653041,0
30000.0,36.0,7.26,1.0,1,110000.0,1,14.1,0.272724793410969,261.36,10.986815821014781,7284.76821192053,217.8,1.02366,0
3500.0,36.0,15.41,4.0,3,36000.0,1,11.73,0.09721952167995333,554.76,30.542986425339365,2827.9654359780047,53.935,1.807593,0
20150.0,60.0,18.49,10.0,1,56000.0,2,13.89,0.35981500330351246,1109.3999999999999,13.85452746165265,3760.913364674278,372.57349999999997,2.568261,0
9325.0,36.0,7.89,5.0,1,52000.0,2,22.92,0.17932347454856637,284.03999999999996,16.66488623010362,2173.9130434782605,73.57425,1.8083879999999999,0
9600.0,36.0,9.76,3.0,3,35300.0,2,31.69,0.2719469703407835,351.36,10.990037359900372,1079.8409299479963,93.696,3.092944,0
17000.0,36.0,11.48,10.0,2,68000.0,2,21.48,0.2499963235834767,413.28000000000003,11.974641934726462,3024.91103202847,195.16,2.465904,0
22225.0,36.0,16.59,10.0,2,70000.0,2,22.27,0.3174954643505093,597.24,9.433538475360496,3008.165019338204,368.71275,3.694593,0
12575.0,60.0,26.99,5.0,3,37000.0,2,15.26,0.33985567957622764,1619.3999999999999,14.641867827463395,2275.5227552275524,339.39925,4.1186739999999995,0
11950.0,36.0,13.44,4.0,3,34000.0,2,10.2,0.35146025116908325,483.84,8.509928249624561,3035.714285714286,160.608,1.3708799999999999,0
7200.0,36.0,9.17,10.0,1,90600.0,1,35.56,0.07946932153066744,330.12,37.56218905472637,2478.1181619256017,66.024,3.2608520000000003,0
12000.0,36.0,5.32,3.0,3,45000.0,1,17.25,0.2666607408724251,191.52,11.216350947158524,2465.753424657534,63.84,0.9177000000000001,0
3200.0,36.0,11.22,2.0,1,36000.0,2,21.11,0.08888641982167161,403.92,33.374536464771325,1628.2225237449118,35.904,2.368542,0
7000.0,36.0,5.32,2.0,2,45000.0,3,11.8,0.15555209884224794,191.52,19.187038089823762,3515.625,37.24,0.6277600000000001,0
24000.0,36.0,9.17,6.0,3,95000.0,1,18.91,0.25262891969558215,330.12,11.857214178731903,4771.471622300352,220.08,1.734047,0
25000.0,36.0,7.26,10.0,1,80000.0,2,21.37,0.31249609379882753,261.36,9.586195877935772,3576.2181493071075,181.5,1.551462,0
16000.0,60.0,7.89,9.0,1,97000.0,3,18.65,0.16494675312625642,473.4,30.199252801992525,4936.386768447837,126.24,1.471485,0
14000.0,36.0,10.64,7.0,1,75000.0,2,23.04,0.18666417781096253,383.04,16.030208036477628,3119.8003327787023,148.96,2.451456,0
2500.0,36.0,8.38,0.0,1,79000.0,2,25.11,0.03164516904849306,301.68,93.45425867507886,3025.660666411337,20.950000000000003,2.1042180000000004,0
12000.0,36.0,11.48,10.0,1,36000.0,2,23.26,0.3333240743312686,413.28000000000003,8.97308075772682,1483.924154987634,137.76,2.6702480000000004,0
16000.0,36.0,7.89,2.0,1,90000.0,2,8.71,0.17777580249108343,284.03999999999996,16.837116487902218,9268.795056642635,126.24,0.687219,0
10000.0,36.0,10.64,10.0,1,64400.0,2,30.51,0.15527709197062156,383.04,19.25069748903946,2043.7956204379561,106.4,3.2462640000000005,0
10000.0,36.0,13.18,0.0,3,45000.0,2,29.97,0.2222172840603542,474.48,13.451574332403348,1453.0190506942204,131.8,3.950046,0
4000.0,36.0,7.26,1.0,3,70000.0,2,8.83,0.05714204082798817,261.36,52.031714568880076,7121.057985757884,29.04,0.641058,0
16800.0,60.0,22.45,0.0,1,50000.0,2,20.51,0.33599328013439733,1347.0,14.82799525504152,2324.500232450023,377.16,4.604495,0
12000.0,36.0,11.99,10.0,1,87000.0,2,31.41,0.1379294490867921,431.64,21.68494516450648,2684.356680037026,143.88,3.7660590000000003,0
5000.0,36.0,9.76,1.0,3,52500.0,2,7.57,0.09523628121369117,351.36,31.274821286735506,6126.021003500583,48.8,0.738832,0
3300.0,36.0,17.86,0.0,2,25000.0,5,6.05,0.13199472021119155,642.96,22.48201438848921,3546.099290780142,58.938,1.08053,0
16000.0,36.0,6.24,6.0,1,77500.0,2,14.17,0.20644894904581876,224.64000000000001,14.498628086804688,5108.767303889255,99.84,0.884208,0
9000.0,36.0,6.24,10.0,3,50000.0,2,20.52,0.17999640007199855,224.64000000000001,16.600265604249667,2323.4200743494425,56.16,1.280448,0
7800.0,36.0,7.26,1.0,3,58000.0,2,15.64,0.13448043999241394,261.36,22.2052067381317,3485.576923076923,56.628,1.135464,0
35000.0,36.0,14.85,4.0,1,125000.0,2,15.9,0.27999776001791987,534.6,10.703276629752255,7396.449704142013,519.75,2.3611500000000003,0
13000.0,36.0,8.38,0.0,1,33567.62,2,25.28,0.38726644109885955,301.68,7.724981589444615,1277.306697108067,108.94000000000001,2.1184640000000003,0
2000.0,36.0,16.55,9.0,1,55356.0,11,35.53,0.036129125494517404,595.8000000000001,81.56581532416503,1515.3572406241444,33.1,5.880215000000001,0
10125.0,36.0,5.32,2.0,3,90000.0,1,18.15,0.11249875001388873,191.52,26.572187776793623,4699.738903394256,53.865,0.9655799999999999,0
20000.0,36.0,11.99,2.0,1,95000.0,2,14.74,0.21052409974631847,431.64,14.224396087043322,6035.5781448538755,239.8,1.7673260000000002,0
5000.0,36.0,15.41,9.0,1,34000.0,8,6.64,0.14705449839710596,554.76,20.254169976171568,4450.261780104713,77.05,1.023224,0
10000.0,36.0,7.26,7.0,3,45000.0,1,27.63,0.2222172840603542,261.36,13.451574332403348,1571.7778553964374,72.6,2.005938,0
30000.0,36.0,6.24,4.0,1,120000.0,2,15.93,0.24999791668402763,224.64000000000001,11.985617259288853,7088.0094506792675,187.2,0.994032,0
9000.0,36.0,9.17,1.0,3,29000.0,2,27.03,0.31033412640943414,330.12,9.628154050464806,1034.6057795219408,82.53,2.478651,0
25000.0,36.0,7.89,1.0,2,85000.0,1,23.49,0.2941141868919189,284.03999999999996,10.185333120306758,3470.8044099632507,197.25,1.8533609999999998,0
12000.0,36.0,6.89,3.0,3,70700.0,1,8.37,0.1697288581491068,248.04,17.622133599202396,7545.3575240128075,82.68,0.5766929999999999,0
7200.0,36.0,8.38,10.0,1,67500.0,2,9.69,0.1066650864431638,301.68,27.98507462686567,6314.312441534144,60.336000000000006,0.812022,0
29000.0,60.0,15.41,10.0,1,115000.0,2,21.57,0.2521717202459109,924.6,19.78664831383345,5095.25919361985,446.89,3.3239370000000004,0
13175.0,60.0,13.18,10.0,1,76800.0,1,33.91,0.1715472454785745,790.8,29.013978088401963,2199.942709825265,173.6465,4.469338,0
20000.0,36.0,12.05,1.0,1,92000.0,1,19.7,0.21738894142454973,433.8,13.775204631663007,4444.444444444444,241.0,2.37385,0
20000.0,36.0,5.32,10.0,3,120000.0,2,8.17,0.16666527778935175,191.52,17.96765821521262,13086.150490730644,106.4,0.43464400000000003,0
17000.0,36.0,11.99,5.0,2,75000.0,2,9.47,0.2266636444847402,431.64,13.207325663301244,7163.3237822349565,203.83,1.135453,0
35000.0,60.0,12.59,10.0,1,125195.2,1,34.14,0.27956120073931956,755.4,17.85442099258414,3562.754695503699,440.65,4.2982260000000005,0
20000.0,36.0,7.89,1.0,1,150000.0,1,15.0,0.13333244445037032,284.03999999999996,22.45957276901577,9375.0,157.8,1.1835,0
20000.0,36.0,8.38,10.0,3,74000.0,1,23.62,0.2702666180186754,301.68,11.080055899381115,3005.6864337936636,167.60000000000002,1.9793560000000001,0
10000.0,60.0,15.41,10.0,1,54000.0,2,19.02,0.18518175589340938,924.6,26.8389662027833,2697.302697302697,154.1,2.930982,0
15000.0,36.0,9.17,3.0,1,38000.0,3,17.15,0.3947264545669851,330.12,7.581803671189145,2093.66391184573,137.55,1.5726549999999997,0
5000.0,36.0,5.32,2.0,3,49400.0,2,8.07,0.10121252606222546,191.52,29.428117553613983,5446.527012127894,26.6,0.42932400000000004,0
12000.0,36.0,6.49,2.0,1,88000.0,1,19.91,0.13636208679446823,233.64000000000001,21.93419740777667,4208.512673362027,77.88,1.292159,0
35000.0,60.0,20.5,4.0,1,52000.0,2,33.07,0.673063979538855,1230.0,7.415858528237306,1526.2694452597593,717.5,6.779350000000001,0
25000.0,36.0,7.26,10.0,1,133000.0,1,23.12,0.187968511514951,261.36,15.937050647068222,5514.096185737976,181.5,1.678512,0
18000.0,36.0,9.99,0.0,1,115000.0,2,33.57,0.15652037808366884,359.64,19.128409846972723,3326.5837431298814,179.82,3.353643,0
20000.0,36.0,11.49,1.0,3,58000.0,2,18.93,0.34482164100618956,413.64,8.684368137352765,2910.1856497742097,229.8,2.175057,0
30000.0,36.0,11.22,5.0,3,120000.0,2,8.16,0.24999791668402763,403.92,11.985617259288853,13100.436681222707,336.6,0.9155520000000001,0
15000.0,60.0,15.41,10.0,1,67000.0,2,23.25,0.2238772555633498,924.6,22.244355909694555,2762.8865979381444,231.15,3.582825,0
10000.0,36.0,15.41,10.0,3,99819.0,2,14.81,0.10018032458425165,554.76,29.838282184137107,6313.6622390891835,154.1,2.2822210000000003,0
3600.0,36.0,10.64,10.0,1,75000.0,1,23.28,0.04799936000853322,383.04,61.881188118811885,3088.9621087314663,38.304,2.476992,0
20000.0,36.0,11.99,3.0,1,70000.0,2,7.73,0.28571020413994086,431.64,10.481133958874027,8018.327605956471,239.8,0.9268270000000001,0
18725.0,36.0,8.38,0.0,1,37480.0,2,15.48,0.4995864571382834,301.68,5.993283940088482,2274.271844660194,156.91550000000004,1.2972240000000002,0
12000.0,60.0,27.31,9.0,3,40000.0,2,33.9,0.2999925001874953,1638.6,16.58374792703151,1146.1318051575931,327.72,9.25809,0
11050.0,60.0,16.99,10.0,3,32500.0,8,16.1,0.33998953878342203,1019.3999999999999,14.626462646264628,1900.5847953216373,187.73949999999996,2.7353899999999998,0
5000.0,36.0,11.99,0.0,3,17200.0,11,59.18,0.2906807743735829,431.64,10.246227164416203,285.8092389498172,59.95,7.095682,0
11550.0,36.0,18.99,2.0,1,113300.0,3,29.65,0.10194084783011624,683.64,29.33713102019679,3696.574225122349,219.33449999999996,5.630534999999998,0
24750.0,36.0,11.49,6.0,1,55000.0,1,27.45,0.44999181833057583,413.64,6.656983781166788,1933.2161687170476,284.3775,3.154005,0
17000.0,60.0,7.89,10.0,3,72000.0,1,26.52,0.23610783183566894,473.4,21.101992966002346,2616.279069767442,134.13,2.092428,0
5000.0,36.0,9.17,5.0,1,48500.0,2,8.58,0.10309065792457887,330.12,28.891977760127084,5062.630480167015,45.85,0.786786,0
16000.0,36.0,6.24,9.0,1,74000.0,2,0.88,0.21621329441494033,224.64000000000001,13.843851334497382,39361.70212765958,99.84,0.054912,0
8500.0,36.0,8.38,5.0,1,110000.0,2,13.44,0.07727202479977455,301.68,38.65979381443299,7617.728531855956,71.23,1.126272,0
14000.0,60.0,9.76,10.0,3,80000.0,2,22.22,0.17499781252734342,585.6,28.44950213371266,3445.3057708871665,136.64,2.168672,0
20000.0,36.0,6.89,3.0,1,145000.0,1,26.67,0.13793008324080525,248.04,21.710920343381915,5240.332490061438,137.8,1.837563,0
15000.0,60.0,9.17,10.0,1,110000.0,2,11.9,0.1363623967054845,550.2,36.52058432934927,8527.131782945737,137.55,1.0912300000000001,0
27000.0,36.0,5.32,10.0,3,100000.0,3,7.98,0.26999730002699973,191.52,11.096316023080337,11135.857461024498,143.64,0.424536,0
5000.0,36.0,8.18,1.0,3,48000.0,2,13.05,0.10416449657298807,294.48,28.594122319301032,3416.3701067615657,40.9,1.06749,0
5775.0,36.0,14.48,4.0,1,32000.0,2,33.12,0.180463110527796,521.28,16.520392359318535,937.8663540445488,83.622,4.795776,0
15000.0,36.0,5.32,10.0,1,44000.0,3,15.34,0.340901343151292,191.52,8.778930566640064,2692.778457772338,79.8,0.816088,0
5000.0,36.0,11.22,2.0,3,54000.0,2,9.93,0.09259087794670469,403.92,32.16838760921366,4940.53064958829,56.1,1.114146,0
3500.0,36.0,16.99,1.0,3,21000.0,2,19.89,0.16665873053664113,611.64,17.816742081447963,1005.2656773575874,59.46499999999999,3.3793109999999995,0
21600.0,60.0,11.22,7.0,3,100000.0,8,11.72,0.21599784002159977,673.2,23.08402585410896,7861.635220125786,242.352,1.314984,0
19400.0,36.0,13.67,1.0,1,48500.0,2,14.13,0.39999175274736604,492.12,7.486108252726898,3205.551883674818,265.198,1.9315710000000001,0
9000.0,36.0,7.89,0.0,2,36180.0,1,23.88,0.24874934357812112,284.03999999999996,12.01195219123506,1454.1800643086817,71.01,1.884132,0
35000.0,36.0,11.22,8.0,1,198000.0,2,14.82,0.17676678400614138,403.92,16.953990181527573,12515.802781289507,392.7,1.6628040000000002,0
24000.0,36.0,6.89,7.0,3,84000.0,2,16.83,0.2857108843942334,248.04,10.484273589615578,4711.160964666293,165.36,1.1595869999999997,0
12000.0,36.0,9.17,4.0,2,60000.0,2,23.94,0.1999966667222213,330.12,14.955134596211368,2405.7738572574176,110.04,2.195298,0
5000.0,36.0,10.78,10.0,2,55000.0,5,30.98,0.09090743804658097,388.08,32.76409849086576,1719.824890556598,53.9,3.3396440000000003,0
3000.0,36.0,16.99,0.0,1,34104.0,2,37.13,0.08796364169476616,611.64,33.69960474308301,894.4138473642801,50.96999999999999,6.308387,0
8700.0,36.0,10.99,3.0,3,30000.0,2,25.76,0.28999033365554483,395.64,10.302197802197803,1121.0762331838564,95.613,2.8310240000000007,0
11200.0,36.0,8.49,10.0,1,70000.0,2,15.88,0.15999771431836687,305.64,18.68992524029904,4146.91943127962,95.088,1.348212,0
20000.0,36.0,15.41,10.0,1,140000.0,3,26.56,0.14285612245626816,554.76,20.962267917748054,5079.825834542816,308.2,4.092896,0
3000.0,36.0,19.99,4.0,2,35000.0,2,13.44,0.08571183680466272,719.64,34.58498023715415,2423.8227146814406,59.96999999999999,2.6866559999999997,0
35000.0,36.0,9.76,10.0,2,74386.0,1,14.59,0.4705123207011978,351.36,6.36939148304601,4771.391917896087,341.6,1.4239840000000001,0
15000.0,36.0,5.32,5.0,1,98000.0,2,13.57,0.1530596626565035,191.52,19.553072625698324,6726.149622512011,79.8,0.721924,0
16400.0,36.0,21.48,3.0,2,56157.0,8,27.53,0.2920331920652445,773.28,10.250121684108056,1968.3491062039957,352.272,5.913444000000001,0
3500.0,36.0,9.17,0.0,3,9600.0,0,1.13,0.3645453598583481,330.12,8.144796380090497,4507.042253521127,32.095,0.10362099999999998,0
11000.0,60.0,22.99,1.0,3,37000.0,2,33.25,0.29728926245236614,1379.3999999999999,16.726943942133815,1080.2919708029196,252.88999999999996,7.644174999999999,0
4200.0,36.0,12.59,10.0,3,52000.0,8,19.16,0.0807676775446626,453.24,36.827195467422094,2579.3650793650795,52.878,2.412244,0
6000.0,36.0,7.89,1.0,1,60000.0,2,6.46,0.09999833336111065,284.03999999999996,29.821073558648113,8042.8954423592495,47.34,0.509694,0
4000.0,36.0,11.99,2.0,3,144000.0,7,9.73,0.027777584877882792,431.64,107.03666997026758,13420.31686859273,47.96,1.166627,0
12650.0,60.0,9.17,1.0,1,73000.0,1,14.07,0.17328529746167862,550.2,28.717545239968526,4844.061048440611,116.0005,1.2902189999999998,0
6400.0,36.0,13.18,10.0,1,50000.0,1,30.48,0.12799744005119898,474.48,23.306401491609698,1588.3100381194408,84.352,4.017264,0
10000.0,36.0,12.59,3.0,2,82500.0,2,14.73,0.12121065199209706,453.24,24.66121960940614,5244.755244755244,125.9,1.8545070000000001,0
35000.0,36.0,9.17,2.0,1,225000.0,2,21.92,0.15555486420060355,330.12,19.26589793355406,9816.753926701569,320.95,2.0100640000000003,0
12000.0,36.0,9.17,10.0,1,45000.0,1,11.97,0.2666607408724251,330.12,11.216350947158524,3469.545104086353,110.04,1.097649,0
21600.0,60.0,19.99,9.0,1,93000.0,2,20.24,0.23225556714443932,1199.3999999999999,21.46814404432133,4378.531073446328,431.78399999999993,4.045976,0
8000.0,36.0,8.18,3.0,1,52000.0,1,21.83,0.15384319532316687,294.48,19.412643106022895,2277.7047744196234,65.44,1.7856939999999997,0
3250.0,36.0,20.99,2.0,1,70000.0,2,9.36,0.04642790817274039,755.64,63.90748630553865,6756.756756756758,68.2175,1.9646639999999997,0
6800.0,36.0,9.76,4.0,1,55000.0,2,8.16,0.12363411574335012,351.36,24.136922176711526,6004.366812227074,66.368,0.796416,0
15000.0,36.0,7.26,10.0,1,55000.0,2,17.72,0.2727223141397429,261.36,10.973663208300078,2938.034188034188,108.9,1.286472,0
5400.0,36.0,17.86,2.0,3,25000.0,2,35.86,0.21599136034558616,642.96,13.796909492273732,678.2419967444384,96.444,6.404596000000001,0
